2.236067977499789708e-02 -1.462867435167120078e+01
7.626524610979854013e-02 -1.462852852108776780e+01
1.301698124445991867e-01 -1.462822338084606777e+01
1.840743787793998332e-01 -1.462775897202915409e+01
2.379789451142004797e-01 -1.462713539893402626e+01
2.918835114490011540e-01 -1.462635280631192103e+01
3.457880777838017727e-01 -1.462541136858814639e+01
3.996926441186023915e-01 -1.462431130171245286e+01
4.535972104534030658e-01 -1.462305285236384833e+01
5.075017767882037401e-01 -1.462163630611540022e+01
5.614063431230044143e-01 -1.462006199464072687e+01
6.153109094578049776e-01 -1.461833025577894851e+01
6.692154757926056519e-01 -1.461644148250512210e+01
7.231200421274063261e-01 -1.461439610431825109e+01
7.770246084622068894e-01 -1.461219457114348685e+01
8.309291747970075637e-01 -1.460983738847163238e+01
8.848337411318082379e-01 -1.460732505334489062e+01
9.387383074666089122e-01 -1.460465812093147697e+01
9.926428738014095865e-01 -1.460183720910874250e+01
1.046547440136210261e+00 -1.459886288522721287e+01
1.100452006471011046e+00 -1.459573583534660557e+01
1.154356572805811609e+00 -1.459245672219249990e+01
1.208261139140612173e+00 -1.458902625121580954e+01
1.262165705475412958e+00 -1.458544515450806145e+01
1.316070271810213521e+00 -1.458171419231913823e+01
1.369974838145014084e+00 -1.457783413425787522e+01
1.423879404479814870e+00 -1.457380583274065167e+01
1.477783970814615433e+00 -1.456963010689142379e+01
1.531688537149415996e+00 -1.456530782116901790e+01
1.585593103484216781e+00 -1.456083984204190784e+01
1.639497669819017345e+00 -1.455622712499343052e+01
1.693402236153818130e+00 -1.455147058059380782e+01
1.747306802488618693e+00 -1.454657114054813860e+01
1.801211368823419257e+00 -1.454152983078868822e+01
1.855115935158220042e+00 -1.453634759451626657e+01
1.909020501493020605e+00 -1.453102550604817900e+01
1.962925067827821390e+00 -1.452556453783490298e+01
2.016829634162621954e+00 -1.451996580644365764e+01
2.070734200497422517e+00 -1.451423034932116884e+01
2.124638766832223080e+00 -1.450835922064224093e+01
2.178543333167024088e+00 -1.450235358593743484e+01
2.232447899501824651e+00 -1.449621449630270398e+01
2.286352465836625214e+00 -1.448994314967314168e+01
2.340257032171425777e+00 -1.448354062009575749e+01
2.394161598506226341e+00 -1.447700809743159667e+01
2.448066164841026904e+00 -1.447034679411978786e+01
2.501970731175827911e+00 -1.446355780639438215e+01
2.555875297510628474e+00 -1.445664241059779442e+01
2.609779863845429038e+00 -1.444960172009989918e+01
2.663684430180229601e+00 -1.444243703291383873e+01
2.717588996515030164e+00 -1.443514947913389257e+01
2.771493562849831171e+00 -1.442774032692106800e+01
2.825398129184631735e+00 -1.442021086332453805e+01
2.879302695519432298e+00 -1.441256222902758211e+01
2.933207261854232861e+00 -1.440479577202218486e+01
2.987111828189033425e+00 -1.439691264660008585e+01
3.041016394523833988e+00 -1.438891415685463571e+01
3.094920960858634995e+00 -1.438080162432302522e+01
3.148825527193435558e+00 -1.437257620814309078e+01
3.202730093528236122e+00 -1.436423923083054888e+01
3.256634659863036685e+00 -1.435579202916290775e+01
3.310539226197837248e+00 -1.434723576387934152e+01
3.364443792532638255e+00 -1.433857176989891613e+01
3.418348358867438819e+00 -1.432980139880696768e+01
3.472252925202239382e+00 -1.432092580671401194e+01
3.526157491537039945e+00 -1.431194633934656935e+01
3.580062057871840508e+00 -1.430286435651505172e+01
3.633966624206641516e+00 -1.429368101054680196e+01
3.687871190541442079e+00 -1.428439765339867051e+01
3.741775756876242642e+00 -1.427501565028521213e+01
3.795680323211043206e+00 -1.426553614845527918e+01
3.849584889545843769e+00 -1.425596050292220340e+01
3.903489455880644776e+00 -1.424629000331585260e+01
3.957394022215445339e+00 -1.423652602767352171e+01
4.011298588550245903e+00 -1.422666969629111833e+01
4.065203154885046466e+00 -1.421672237502850678e+01
4.119107721219847029e+00 -1.420668544465112326e+01
4.173012287554647592e+00 -1.419656001786756150e+01
4.226916853889448156e+00 -1.418634746148705261e+01
4.280821420224248719e+00 -1.417604915609310368e+01
4.334725986559050170e+00 -1.416566621017582683e+01
4.388630552893850734e+00 -1.415519999121583972e+01
4.442535119228651297e+00 -1.414465178265927214e+01
4.496439685563451860e+00 -1.413402297957776099e+01
4.550344251898252423e+00 -1.412331466318180340e+01
4.604248818233052987e+00 -1.411252821472048780e+01
4.658153384567853550e+00 -1.410166502856687742e+01
4.712057950902654113e+00 -1.409072619488594569e+01
4.765962517237454676e+00 -1.407971309737743226e+01
4.819867083572255240e+00 -1.406862702996708059e+01
4.873771649907055803e+00 -1.405746941223844537e+01
4.927676216241857254e+00 -1.404624132457204233e+01
4.981580782576657818e+00 -1.403494418083913686e+01
5.035485348911458381e+00 -1.402357929788862378e+01
5.089389915246258944e+00 -1.401214813159293726e+01
5.143294481581059507e+00 -1.400065178444099168e+01
5.197199047915860071e+00 -1.398909172125272704e+01
5.251103614250660634e+00 -1.397746931419943905e+01
5.305008180585461197e+00 -1.396578595894488828e+01
5.358912746920261760e+00 -1.395404321834406147e+01
