-6.795111968619442777e-01 -6.795111968619442777e-01 -8.795111968619443443e-01 -8.795111968619443443e-01 -1.000000000000000000e+00 -1.000000000000000000e+00 -3.000000000000000000e+00 -3.000000000000000000e+00 -5.000000000000000000e+00 -5.000000000000000000e+00 -1.000000000000000000e+01 -1.000000000000000000e+01
2.236067977499789708e-02 -1.186595328756269829e+01 2.236067977499789708e-02 -9.980991142904906965e+00 2.236067977499789708e-02 -9.109224375772958737e+00 2.236067977499789708e-02 -3.718258484467172664e+00 2.236067977499789708e-02 -2.335782313593975257e+00 2.236067977499789708e-02 -1.210461947153947726e+00
5.804756186186862954e-02 -1.186577595107919869e+01 4.796417591678335535e-02 -9.980847408859991887e+00 4.392855194870799035e-02 -9.109095131770883924e+00 2.747457604956469665e-02 -3.718192821932690517e+00 2.553319953364175873e-02 -2.335727602116842494e+00 2.461531025569458839e-02 -1.210414111709202878e+00
9.373444394873935159e-02 -1.186550016787895423e+01 7.356767205856880321e-02 -9.980636015547350581e+00 6.549642412241808709e-02 -9.108909018217747899e+00 3.258847232413149969e-02 -3.718114867839797277e+00 2.870571929228562039e-02 -2.335665914885355576e+00 2.686994073639128316e-02 -1.210361745884265039e+00
1.294213260356100736e-01 -1.186511785138726438e+01 9.917116820035426494e-02 -9.980346121988651120e+00 8.706429629612817689e-02 -9.108658975441015215e+00 3.770236859869829926e-02 -3.718024700373894653e+00 3.187823905092948551e-02 -2.335597332190711306e+00 2.912457121708797447e-02 -1.210304814512413785e+00
1.651082081224808096e-01 -1.186463659373639246e+01 1.247746643421397128e-01 -9.979986779447003187e+00 1.086321684698382667e-01 -9.108345241909763246e+00 4.281626487326509883e-02 -3.717922117349660827e+00 3.505075880957334022e-02 -2.335521694765534839e+00 3.137920169778466578e-02 -1.210243340238930543e+00
2.007950902093515455e-01 -1.186404909125869267e+01 1.503781604839251607e-01 -9.979554664536392394e+00 1.302000406435483704e-01 -9.107978128599524936e+00 4.793016114783189840e-02 -3.717806879763174255e+00 3.822327856821720882e-02 -2.335438941191491313e+00 3.363383217848135709e-02 -1.210177355983112824e+00
2.364819722962222537e-01 -1.186334655915940495e+01 1.759816566257106363e-01 -9.979045637469477370e+00 1.517679128172584602e-01 -9.107549367478378954e+00 5.304405742239870492e-02 -3.717679302806895070e+00 4.139579832686106353e-02 -2.335349353189059229e+00 3.588846265917804840e-02 -1.210106785062875945e+00
2.721688543830930174e-01 -1.186254829459880611e+01 2.015851527674960841e-01 -9.978470320404552396e+00 1.733357849909685500e-01 -9.107055547027286480e+00 5.815795369696549755e-02 -3.717539909903023077e+00 4.456831808550493212e-02 -2.335252759020659319e+00 3.814309313987473971e-02 -1.210031699569918739e+00
3.078557364699637255e-01 -1.186165611303175460e+01 2.271886489092815320e-01 -9.977829792848496027e+00 1.949036571646786398e-01 -9.106506024491711315e+00 6.327184997153230406e-02 -3.717388089043057953e+00 4.774083784414878684e-02 -2.335149335263552839e+00 4.039772362057143795e-02 -1.209952057034795025e+00
3.435426185568344337e-01 -1.186067116773208419e+01 2.527921450510670076e-01 -9.977105578502685646e+00 2.164715293383887296e-01 -9.105887386492680591e+00 6.838574624609909669e-02 -3.717223707378604303e+00 5.091335760279265543e-02 -2.335038879430725522e+00 4.265235410126812232e-02 -1.209867899774923261e+00
3.792295006437051974e-01 -1.185955397771890851e+01 2.783956411928524277e-01 -9.976314108188233831e+00 2.380394015120988194e-01 -9.105226981843909329e+00 7.349964252066590320e-02 -3.717046659816328091e+00 5.408587736143651015e-02 -2.334921363106488013e+00 4.490698458196482057e-02 -1.209779179283099859e+00
